Dosing,Data,Dose_Timing,Ref_ID,Temporal_ID,Time,Converted_Concentration,Metabolite,Dose_Amount,Dose_mg_daily,Dose_Binary,Feeding_State,Sex_Ratio,Sex_Binary,Age_Cont,Age_Binary,Weight,Number,Disease,Disease_Binary,Drug,Drug_Binary,Drug_Reduced,Raw_Concentration,Raw_Units,Unit_Notes,Other_Notes
Single,Single,0,21,18,1,131.8,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.1318,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,2,298,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.298,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,3,601.9,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.6019,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,4,802.6,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.8026,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,6,718.2,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.7182,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,8,654.5,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.6545,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,12,540.8,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.5408,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,24,337.6,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.3376,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,18,48,124.6,AlbSO,1035,1035,High,Fasted,NA,NA,48,Adult,69,1,Neurocysticercosis,Infected,None,None,None,0.1246,ug/ml,ug -> ng = * 1000,Patient 4
Single,Single,0,21,19,0,0,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,1,255.8,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.2558,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,2,394.4,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.3944,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,3,405.6,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.4056,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,4,378.9,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.3789,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,6,249.7,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.2497,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,8,172.2,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.1722,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,12,106.8,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.1068,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,24,68.9,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.0689,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,19,48,69.5,AlbSO,1020,1020,High,Fasted,NA,NA,33,Adult,68,1,Neurocysticercosis,Infected,None,None,None,0.0695,ug/ml,ug -> ng = * 1000,Patient 5
Single,Single,0,21,20,0,0,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,1,1058.3,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.0583,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,2,1372.6,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.3726,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,3,1473.3,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.4733,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,4,1563.6,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.5636,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,6,1562.1,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.5621,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,8,1632.7,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.6327,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,12,1543.1,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.5431,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,24,1074.7,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,1.0747,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,20,48,245.2,AlbSO,885,885,High,Fasted,NA,NA,38,Adult,59,1,Neurocysticercosis,Infected,None,None,None,0.2452,ug/ml,ug -> ng = * 1000,Patient 6
Single,Single,0,21,21,0,0,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,1,810.4,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,0.8104,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,2,1207.3,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,1.2073,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,3,1046.2,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,1.0462,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,4,1102.3,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,1.1023,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,6,1083.2,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,1.0832,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,8,974.8,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,0.9748,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,12,713,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,0.713,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,24,371.9,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,0.3719,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,21,48,131.5,AlbSO,975,975,High,Fasted,NA,NA,36,Adult,65,1,Neurocysticercosis,Infected,None,None,None,0.1315,ug/ml,ug -> ng = * 1000,Patient 7
Single,Single,0,21,22,0,0,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,1,1061.7,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,1.0617,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,2,1572.4,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,1.5724,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,3,2186.3,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,2.1863,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,4,2572.9,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,2.5729,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,6,2581.5,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,2.5815,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,8,1629.1,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,1.6291,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,12,1825.5,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,1.8255,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,24,919.8,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,0.9198,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,21,22,48,110.9,AlbSO,1230,975,High,Fasted,NA,NA,38,Adult,82,1,Neurocysticercosis,Infected,None,None,None,0.1109,ug/ml,ug -> ng = * 1000,Patient 8
Single,Single,0,22,23,0,0,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,1,157.3,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1573,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,2,607.6,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.6076,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,3,192.2,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1922,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,4,226.6,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2266,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,6,166.3,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1663,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,8,156.2,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1562,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,12,100.4,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1004,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,23,24,50.9,AlbSO,336,336,High,Fatty_meal,1,Male,9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.0509,ug/ml,ug -> ng = * 1000,Child #1
Single,Single,0,22,24,0,0,AlbSO,336,336,High,Fatty_meal,0,Female,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #2
Single,Single,0,22,24,2,159.9,AlbSO,336,336,High,Fatty_meal,0,Female,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1599,ug/ml,ug -> ng = * 1000,Child #2
Single,Single,0,22,24,3,272,AlbSO,336,336,High,Fatty_meal,0,Female,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.272,ug/ml,ug -> ng = * 1000,Child #2
Single,Single,0,22,24,4,149.7,AlbSO,336,336,High,Fatty_meal,0,Female,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1497,ug/ml,ug -> ng = * 1000,Child #2
Single,Single,0,22,24,5,164.8,AlbSO,336,336,High,Fatty_meal,0,Female,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1648,ug/ml,ug -> ng = * 1000,Child #2
Single,Single,0,22,24,6,154.9,AlbSO,336,336,High,Fatty_meal,0,Female,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1549,ug/ml,ug -> ng = * 1000,Child #2
Single,Single,0,22,25,0,0,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,0.5,201.6,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2016,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,1,323.5,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.3235,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,2,417.4,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.4174,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,3,273.9,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2739,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,4,199.7,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1997,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,5,163.8,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1638,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,6,124.2,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1242,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,25,8,59.2,AlbSO,336,336,High,Fatty_meal,1,Male,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.0592,ug/ml,ug -> ng = * 1000,Child #3
Single,Single,0,22,26,0,0,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,0.5,106.5,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1065,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,1,715.5,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.7155,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,2,857.4,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.8574,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,3,765.8,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.7658,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,4,654.1,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.6541,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,5,472.2,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.4722,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,6,465.2,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.4652,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,8,467.5,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.4675,ug/ml,ug -> ng = * 1000,Child #4
Single,Single,0,22,26,12,272.4,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2724,ug/ml,ug -> ng = * 1001,Child #4
Single,Single,0,22,26,24,102.8,AlbSO,336,336,High,Fatty_meal,1,Male,8,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1028,ug/ml,ug -> ng = * 1002,Child #4
Single,Single,0,22,27,0,0,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,0.5,202.6,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.2026,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,1,516.6,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.5166,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,2,1016.9,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,1.0169,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,3,872.5,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.8725,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,4,632,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.632,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,5,529.9,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.5299,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,6,440.3,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.4403,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,8,291.7,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.2917,ug/ml,ug -> ng = * 1000,Child #5
Single,Single,0,22,27,12,213.7,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.2137,ug/ml,ug -> ng = * 1001,Child #5
Single,Single,0,22,27,24,74.9,AlbSO,787.5,787.5,High,Fatty_meal,1,Male,15,Children,52.5,1,Neurocysticercosis,Infected,None,None,None,0.0749,ug/ml,ug -> ng = * 1002,Child #5
Single,Single,0,22,28,0,0,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,0.5,276.6,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2766,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,1,607.8,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.6078,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,2,604.7,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.6047,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,3,461.3,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.4613,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,4,279.3,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2793,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,5,242.6,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2426,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,6,297.1,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2971,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,8,246.6,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2466,ug/ml,ug -> ng = * 1000,Child #6
Single,Single,0,22,28,12,128.2,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1282,ug/ml,ug -> ng = * 1001,Child #6
Single,Single,0,22,28,24,49,AlbSO,336,336,High,Fatty_meal,1,Male,7,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.049,ug/ml,ug -> ng = * 1002,Child #6
Single,Single,0,22,29,0,0,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,0.5,216,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.216,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,1,334,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.334,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,2,250.2,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2502,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,3,646.7,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.6467,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,4,421.6,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.4216,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,5,221.5,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2215,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,6,149.1,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1491,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,8,119.7,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1197,ug/ml,ug -> ng = * 1000,Child #7
Single,Single,0,22,29,12,56.2,AlbSO,336,336,High,Fatty_meal,0,Female,1.9,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.0562,ug/ml,ug -> ng = * 1001,Child #7
Single,Single,0,22,30,0,0,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,0.5,217,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.217,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,1,309.1,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.3091,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,2,348.2,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.3482,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,3,322.9,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.3229,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,4,235.2,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.2352,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,5,87.9,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.0879,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,6,159.7,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.1597,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,8,98.6,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.0986,ug/ml,ug -> ng = * 1000,Child #8
Single,Single,0,22,30,12,58.1,AlbSO,336,336,High,Fatty_meal,0,Female,6,Children,NA,1,Neurocysticercosis,Infected,None,None,None,0.0581,ug/ml,ug -> ng = * 1001,Child #8
Single,Single,0,23,31,0,0,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,23,31,1,25.8378,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,25.8378,ng/ml,No conversion required,
Single,Single,0,23,31,1.5,81.9689,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,81.9689,ng/ml,No conversion required,
Single,Single,0,23,31,2,147.8824,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,147.8824,ng/ml,No conversion required,
Single,Single,0,23,31,3,62.612,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,62.612,ng/ml,No conversion required,
Single,Single,0,23,31,4,39.4548,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,39.4548,ng/ml,No conversion required,
Single,Single,0,23,31,6,18.749,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,18.749,ng/ml,No conversion required,
Single,Single,0,23,31,12,0,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,23,31,24,0,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,23,31,36,0,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,23,31,48,0,Alb,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,23,31,0,0,AlbSO,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,0,ng/ml,No conversion required,
Single,Single,0,23,31,0.5,61.8138,AlbSO,400,400,Low,NA,NA,NA,NA,NA,NA,1,None,Healthy,None,None,None,61.8138,ng/ml,No conversion required,
